reservation_id,guest_id,property_id,room_id,check_in_date,check_out_date,booking_status,booking_date
RES-F13C4ACC4E,935,5,179,17/05/2026,27/05/2026,PND,03-21-2026 12:00 AM
RES-51408EEB70,692,9,379,30/01/2026,09/02/2026,CONFIRMED,2026-01-13 00:00:00
RES-59484D8B5A,75,2,44,2024-10-23,30/10/2024,CXL,2024-09-17 00:00:00
RES-55544D7753,898,6,250,03-18-2026,22/03/2026,pending,03-12-2026 12:00 AM
RES-9C1ED46E82,597,7,293,19-Jun-2026,29/06/2026,checked_in,24/05/2026 00:00
RES-BBF4772284,908,9,364,17-Jul-2026,2026-07-23,PND,06-19-2026 12:00 AM
RES-3897A34BF3,1202,13,544,05-03-2024,05-05-2024,confirmed,15/03/2024 00:00
RES-2C03BB379D,596,10,408,10-Apr-2026,2026-04-11,Pending,03-20-2026 12:00 AM
RES-08A550468D,1063,6,725,2026-09-28,2026-10-05,conf,08/08/2026 00:00
RES-7187E5F54D,1077,1,13,04-08-2026,04-09-2026,No Show,2026-03-16 00:00:00
RES-45006E54FE,872,3,112,08/04/2026,12-Apr-2026,checked-in,08/02/2026 00:00
RES-936A1711F9,1265,10,399,09-27-2026,09-30-2026,CI,2026-09-08 00:00:00
RES-DA232F5C8E,802,12,490,21/07/2025,2025/07/29,confirmed,18/07/2025 00:00
RES-49A74BD3E3,243,4,158,2026-07-01,2026-07-07,checked_in,06-30-2026 12:00 AM
RES-1279627C15,418,14,632,03-26-2026,2026-03-31,CONFIRMED,02-08-2026 12:00 AM
RES-DC3B356A72,1034,12,506,2025-06-07,15/06/2025,pending,22/04/2025 00:00
RES-77E1809BD7,754,12,511,2024/02/21,02-24-2024,PND,2024-01-29 00:00:00
RES-D5CAB8ADF5,497,6,262,01-May-2025,2025-05-08,no_show,2025-03-02 00:00:00
RES-65D64D0A2F,564,10,415,07-17-2026,07-27-2026,canceled,2026-05-27 00:00:00
RES-BD30E1F22C,219,14,610,2024-11-23,11-28-2024,CO,11/10/2024 00:00
RES-FBEAE77A66,667,15,690,2024-07-09,07-19-2024,CXL,2024-06-14 00:00:00
RES-062A8B04A5,988,8,327,04-30-2026,2026/05/06,confirmed,2026-04-01 00:00:00
RES-2E8856A60F,1099,9,371,02/11/2024,05-Nov-2024,checked_in,09-10-2024 12:00 AM
RES-BA76C97CFB,1072,2,46,2024-04-28,2024/05/05,conf,03-29-2024 12:00 AM
RES-74A6F92DEA,225,5,226,16/03/2024,03-17-2024,Pending,2024-03-03 00:00:00
RES-68EDD56656,540,4,138,2026/09/07,09-08-2026,checked_out,08-29-2026 12:00 AM
RES-3F56FBB306,186,2,62,12-20-2025,21-Dec-2025,checked_in,12-05-2025 12:00 AM
RES-743AB6FC18,288,15,648,2024/04/06,10-Apr-2024,CXL,03-23-2024 12:00 AM
RES-0109EE62E9,394,8,330,2025-01-13,17/01/2025,canceled,13/12/2024 00:00
RES-341275BF82,1154,1,21,03/09/2026,04-Sep-2026,CANCELLED,23/07/2026 00:00
RES-6268A5E6F0,989,6,264,2026-10-23,2026-10-24,NS,2026-09-01 00:00:00
RES-C85D1F2FDE,30,8,345,21/02/2024,2024/02/25,confirmed,2024-01-11 00:00:00
RES-D3C09DA327,315,1,30,05-13-2026,23-May-2026,CHECKED_IN,03-25-2026 12:00 AM
RES-054DF48BBE,151,10,403,18/12/2025,2025-12-26,Confirmed,12-15-2025 12:00 AM
RES-C6CB486BF7,4,13,550,28-Nov-2025,11-30-2025,no-show,2025-10-02 00:00:00
RES-0017B392F1,355,3,113,2026/02/21,2026-03-01,confirmed,2026-01-19 00:00:00
RES-16114A2F85,202,6,247,17-Jun-2024,2024-06-18,Cancelled,23/05/2024 00:00
RES-0E6F556C68,1048,9,366,2024/08/24,08-28-2024,checked-out,2024-08-19 00:00:00
RES-D56BBB1568,956,4,166,08-26-2024,03-Sep-2024,Checked Out,2024-08-06 00:00:00
RES-67B8E3C364,727,3,64,25/12/2024,2024-12-27,CXL,2024-11-10 00:00:00
RES-8E8C327146,807,6,265,2024-04-13,2024-04-20,Confirmed,2024-03-01 00:00:00
RES-9607ED015A,280,7,293,2025/02/07,2025-02-15,Confirmed,2024-12-25 00:00:00
RES-78C0252188,761,2,47,2026-04-06,16-Apr-2026,checked_out,02-17-2026 12:00 AM
RES-60F5F2529F,1178,12,501,2024-04-16,20-Apr-2024,CI,28/03/2024 00:00
RES-5DF553DD4A,1011,6,270,04-21-2025,2025/04/26,PND,2025-03-29 00:00:00
RES-A274C68B5A,164,11,452,2025/03/20,24-Mar-2025,No Show,21/02/2025 00:00
RES-26CC180B33,111,11,433,2025/05/02,07-May-2025,CANCELLED,03-15-2025 12:00 AM
RES-E8396D1A5E,1171,1,14,2026-06-18,2026-06-23,PENDING,27/04/2026 00:00
RES-DBA0A17156,780,10,397,19-Apr-2025,04-20-2025,confirmed,2025-02-24 00:00:00
RES-56B858ED38,295,14,561,09/09/2026,18-Sep-2026,CHECKED_IN,2026-07-16 00:00:00
RES-279477FA9E,829,1,15,10-30-2026,31/10/2026,No Show,2026-09-19 00:00:00
RES-1D35EB0B5A,139,1,5,2024-12-25,02/01/2025,confirmed,2024-11-21 00:00:00
RES-6483F3AB3A,465,3,80,03-03-2024,04-Mar-2024,Confirmed,01-24-2024 12:00 AM
RES-04C4BA6C69,749,7,277,2025-10-11,19-Oct-2025,checked-out,12/08/2025 00:00
RES-CEF3A3C719,161,8,311,09-Feb-2025,02-16-2025,checked_in,2024-12-29 00:00:00
RES-E340E3DFC8,855,15,676,2025-08-29,05/09/2025,checked_out,19/07/2025 00:00
RES-63F1782F90,928,7,296,05-Sep-2025,14-Sep-2025,CI,14/07/2025 00:00
RES-B414DAF015,873,15,647,2024/07/17,2024-07-23,CO,06-21-2024 12:00 AM
RES-C878201250,1223,7,277,2025/12/17,2025/12/21,checked_in,10-19-2025 12:00 AM
RES-D360884ADF,336,3,110,2024/09/08,09-Sep-2024,checked-out,2024-08-04 00:00:00
RES-0A7F3E7D3C,488,2,57,27/05/2025,06-01-2025,Cancelled,06/04/2025 00:00
RES-67C7ED6399,522,5,236,2025/02/16,24/02/2025,CHECKED_IN,02-07-2025 12:00 AM
RES-B18BF100AE,1125,13,538,24/05/2025,05-28-2025,canceled,04/04/2025 00:00
RES-2DC2CA727A,932,12,490,16/03/2026,2026-03-19,Pending,2026-03-05 00:00:00
RES-C1982E5CA0,686,14,559,08-02-2024,2024/08/12,no-show,15/06/2024 00:00
RES-CB9E6B4623,892,13,552,10-23-2024,27/10/2024,canceled,2024-10-19 00:00:00
RES-6E372DD07F,288,4,142,21/09/2024,2024/09/30,Pending,15/08/2024 00:00
RES-BFABD30F6A,1275,9,364,10-09-2024,13/10/2024,CXL,10-03-2024 12:00 AM
RES-F399DDAD2E,88,12,474,2024-03-20,2024/03/30,Checked Out,02/02/2024 00:00
RES-D00C19E2E7,77,10,395,2024-05-21,2024-05-29,checked_out,04-13-2024 12:00 AM
RES-09067C0DFB,480,8,350,28-Dec-2024,02-Jan-2025,CHECKED_IN,06/12/2024 00:00
RES-13EA712856,796,8,305,2024-10-30,2024/11/07,Checked In,2024-10-13 00:00:00
RES-B0C03B6FAE,575,8,333,29-Oct-2024,2024-10-30,CNF,10-21-2024 12:00 AM
RES-ECFD598CE5,75,5,192,16-Oct-2024,25-Oct-2024,PENDING,2024-08-30 00:00:00
RES-D0826B3AC8,780,10,410,17/04/2024,2024/04/20,no-show,07/04/2024 00:00
RES-C602FC23CC,585,12,479,03-23-2024,30/03/2024,CXL,2024-02-04 00:00:00
RES-2E5F6D539C,446,7,290,04-07-2025,2025-04-16,Checked Out,09/03/2025 00:00
RES-D38551B1E6,531,4,166,24/09/2024,,CNF,17/08/2024 00:00
RES-909D716EDF,725,1,12,11-12-2025,2025/11/14,CO,2025-11-06 00:00:00
RES-F85C9F6F7A,217,11,437,2026/01/10,2026/01/14,NS,2025-11-20 00:00:00
RES-148BFBB9DF,621,11,453,12-05-2025,2025/12/07,No Show,2025-10-07 00:00:00
RES-3390BD6FA7,575,14,568,07-Mar-2025,03-17-2025,canceled,01-21-2025 12:00 AM
RES-B0F81DAB14,963,8,323,15/11/2024,19/11/2024,checked_in,2024-09-25 00:00:00
RES-17AAC14245,744,13,525,2024/06/14,19-Jun-2024,checked_in,2024-04-15 00:00:00
RES-8FCB9EB380,491,3,96,27/01/2026,2026-01-30,NOSHOW,2025-12-09 00:00:00
RES-8C65AF5AB2,578,9,375,30-Dec-2025,08/01/2026,pending,12-07-2025 12:00 AM
RES-E987572B8A,82,11,466,2025/05/12,2025-05-20,NOSHOW,04/05/2025 00:00
RES-4AC6DDDFE9,1010,10,403,08-11-2024,15/08/2024,CXL,30/07/2024 00:00
RES-F121604173,669,2,53,04-30-2025,10/05/2025,pending,04-16-2025 12:00 AM
RES-4486A84B7D,601,11,472,08-30-2024,08/09/2024,CI,13/08/2024 00:00
RES-81468A723C,1106,8,343,13/12/2024,12-15-2024,CO,10-21-2024 12:00 AM
RES-3BBF18410F,691,15,637,02-16-2024,20/02/2024,Cancelled,17/01/2024 00:00
RES-69E824460F,1217,5,218,08/08/2025,2025/08/10,confirmed,2025-07-14 00:00:00
RES-B34584A2A4,342,5,196,08-Feb-2025,13-Feb-2025,conf,30/01/2025 00:00
RES-901CF8EA23,498,12,499,2025-07-04,2025-07-07,PENDING,05-22-2025 12:00 AM
RES-E3B370406B,851,12,490,2025-12-28,04-Jan-2026,confirmed,11-21-2025 12:00 AM
RES-2F47A7C9EA,385,5,243,07/10/2026,17-Oct-2026,PND,10/08/2026 00:00
RES-A332624E23,1040,7,287,2026/10/07,2026/10/13,CANCELLED,2026-09-15 00:00:00
RES-AEA2B23F9D,1148,14,601,15-Jan-2025,2025/01/23,Cancelled,2025-01-01 00:00:00
RES-D36EF4FF5C,719,8,319,27/06/2024,2024-06-29,PENDING,05-21-2024 12:00 AM
RES-9A10397C18,422,9,362,2026/06/30,2026-07-01,CO,05-05-2026 12:00 AM
RES-24A51457B6,1028,10,395,10-13-2026,20-Oct-2026,canceled,09-02-2026 12:00 AM
RES-7F3D138FD5,514,5,222,2026-03-19,27-Mar-2026,Cancelled,02/02/2026 00:00
RES-A3715E14BF,1131,12,511,2024-12-05,2024-12-08,checked-in,12-03-2024 12:00 AM
RES-1DCA06DF72,329,6,254,2026/05/01,07-May-2026,CHECKED_IN,18/03/2026 00:00
RES-168A93F7BC,221,2,42,2025-07-16,2025-07-25,checked_in,05-27-2025 12:00 AM
RES-B6420E40C7,1133,11,443,27-Jan-2024,04/02/2024,canceled,01-01-2024 12:00 AM
RES-474FB76D07,625,1,21,2024-06-22,2024-06-26,Cancelled,2024-06-11 00:00:00
RES-91E92C804F,36,3,91,2025-05-05,06/05/2025,Cancelled,03-26-2025 12:00 AM
RES-7DEC21E8F7,437,3,122,06/03/2025,03-10-2025,no_show,02-08-2025 12:00 AM
RES-9D5C5653F4,989,2,61,07-02-2026,2026-07-11,canceled,19/05/2026 00:00
RES-FD7F2B1C7D,406,9,393,29/06/2024,2024/07/04,confirmed,12/05/2024 00:00
RES-94EB310EAC,306,7,278,2025-07-20,2025/07/30,canceled,03/07/2025 00:00
RES-BCBCAE85A1,728,3,137,09-16-2025,2025-09-22,PND,2025-09-01 00:00:00
RES-EB326C5867,73,13,533,25-Nov-2025,03/12/2025,confirmed,2025-10-04 00:00:00
RES-0B10E075D5,1184,1,18,21-Oct-2024,2024/10/29,checked_out,2024-10-12 00:00:00
RES-F5C1B5DD6A,984,2,57,04-05-2026,2026-04-10,NS,09/03/2026 00:00
RES-5EFB511014,906,12,480,04-12-2024,2024-04-14,pending,28/03/2024 00:00
RES-9EA92AAEC7,1176,3,120,08-Nov-2024,2024/11/11,canceled,2024-11-03 00:00:00
RES-CB895FC33C,421,5,204,2025-10-02,2025-10-10,CO,2025-08-22 00:00:00
RES-BED45B0AB3,396,13,526,31-Oct-2024,04/11/2024,canceled,09-15-2024 12:00 AM
RES-70873938E9,791,9,391,05/07/2024,2024/07/10,Cancelled,2024-05-26 00:00:00
RES-BE2FBC0FB4,872,3,87,15-Dec-2025,12-16-2025,canceled,05/11/2025 00:00
RES-A2C9D8152F,1087,8,336,23-May-2024,05-27-2024,no-show,04/05/2024 00:00
RES-C9BCDD87E1,1069,8,306,12-14-2024,12-15-2024,CHECKED_IN,28/10/2024 00:00
RES-C418735F91,799,10,411,2025-06-12,2025/06/15,Checked In,05/05/2025 00:00
RES-60431F6581,45,2,55,2025-01-08,2025/01/18,CHECKED_OUT,12-08-2024 12:00 AM
RES-D98273EF14,861,2,35,2026-05-03,2026-05-07,PND,10/04/2026 00:00
RES-E89687D89E,1060,11,470,07-27-2025,04/08/2025,PENDING,07-25-2025 12:00 AM
RES-7A6CCA8F92,780,3,72,24/05/2026,26/05/2026,conf,15/05/2026 00:00
RES-DE6D84C87B,1137,4,170,10-27-2024,10-31-2024,checked_out,10-19-2024 12:00 AM
RES-9F09A27383,447,2,48,08-17-2024,25-Aug-2024,NS,08-02-2024 12:00 AM
RES-CD82CBD26D,458,5,215,13-Sep-2025,16-Sep-2025,CXL,2025-08-20 00:00:00
RES-D3CA4541ED,529,14,606,2024/11/23,27/11/2024,no-show,09/10/2024 00:00
RES-D4642AFF53,721,10,411,2024-11-22,11-27-2024,CO,2024-11-20 00:00:00
RES-560F32E21E,82,13,517,15/03/2025,03-25-2025,no-show,02-13-2025 12:00 AM
RES-C9EB703FA7,675,3,134,2024/03/14,03-21-2024,NS,23/02/2024 00:00
RES-89B4A1E3BD,405,13,529,12-Jul-2025,2025/07/17,CO,20/05/2025 00:00
RES-7BA353EF99,319,9,393,25/01/2025,2025-02-03,CNF,2024-11-27 00:00:00
RES-07A5FA7A0E,359,11,428,21/02/2024,2024/03/02,Pending,05/02/2024 00:00
RES-4060794992,881,4,146,13-May-2025,14/05/2025,CO,2025-04-22 00:00:00
RES-878487E1F7,539,13,555,2026-09-01,2026/09/06,NOSHOW,2026-08-29 00:00:00
RES-252E7257C7,1011,4,150,2024-11-26,12-01-2024,checked_out,10/11/2024 00:00
RES-0558B1DC9B,348,11,448,23/05/2025,2025/05/29,Confirmed,2025-05-09 00:00:00
RES-07D5542371,1202,5,204,07-22-2026,2026/07/27,checked_in,2026-06-27 00:00:00
RES-15DBAF8277,851,5,232,2026-05-06,2026-05-09,NS,04-12-2026 12:00 AM
RES-D08D7C91C6,645,5,183,21-Oct-2025,10-24-2025,No Show,2025-09-14 00:00:00
RES-7429E3FCD8,317,1,25,2024-03-13,03-17-2024,PENDING,30/01/2024 00:00
RES-19F9A04F1A,1077,6,267,30-Mar-2026,2026/04/07,CNF,2026-03-11 00:00:00
RES-369DC65165,892,14,629,2024-08-08,2024-08-12,NS,2024-07-09 00:00:00
RES-46D0EF40AC,1043,11,456,2026-04-08,13-Apr-2026,CANCELLED,22/02/2026 00:00
RES-40A0584735,475,12,473,05-Sep-2025,09-12-2025,no-show,2025-08-13 00:00:00
RES-D47C69E427,315,14,595,05-22-2026,2026-05-24,PND,2026-03-26 00:00:00
RES-DA91311581,618,3,133,2025/04/30,08/05/2025,No Show,2025-03-05 00:00:00
RES-5CD490D55E,218,8,359,10-Apr-2026,20/04/2026,checked_in,03-21-2026 12:00 AM
RES-776560ECFD,856,12,477,2026-10-26,2026/11/03,Pending,09-14-2026 12:00 AM
RES-C07627839F,271,9,380,2025/12/01,12-04-2025,CANCELLED,2025-11-19 00:00:00
RES-B9C5E99CCE,425,15,654,2025/02/06,2025-02-14,no_show,12-21-2024 12:00 AM
RES-D87A6EAFF0,577,1,3,04/02/2024,13-Feb-2024,no_show,13/01/2024 00:00
RES-D928F11C80,848,1,8,27-Aug-2025,02/09/2025,checked_in,2025-08-23 00:00:00
RES-586810D9EF,306,5,198,2024-12-04,11-Dec-2024,CANCELLED,11-16-2024 12:00 AM
RES-99757197DE,766,9,375,05-Aug-2026,2026/08/15,CNF,04/08/2026 00:00
RES-D2D0657C26,107,12,503,08-22-2024,29-Aug-2024,Confirmed,2024-07-24 00:00:00
RES-F31C4BA385,333,10,409,2025-03-25,2025-03-27,conf,02-16-2025 12:00 AM
RES-7000D77E82,977,12,496,2025-02-23,27-Feb-2025,NS,01-28-2025 12:00 AM
RES-2C3CCA81B4,510,7,295,04-05-2025,2025-04-06,conf,2025-03-07 00:00:00
RES-738F59D4D3,687,15,683,03-30-2024,31-Mar-2024,Cancelled,03-04-2024 12:00 AM
RES-FCE2DA60AF,601,2,38,09-06-2026,2026-09-15,CO,20/07/2026 00:00
RES-166C3C6C50,983,7,288,2025-05-21,2025/05/23,Cancelled,2025-04-22 00:00:00
RES-A80AD87311,483,1,8,2024-05-21,2024/05/28,pending,20/05/2024 00:00
RES-6F5BC4B197,214,15,664,2025-11-15,11-18-2025,cancelled,10-29-2025 12:00 AM
RES-ACAF096DAF,1027,3,70,18-Jan-2026,27/01/2026,PENDING,01/01/2026 00:00
RES-7530AB3396,1010,15,677,04-Dec-2024,08/12/2024,PENDING,17/11/2024 00:00
RES-9D6E44940A,663,2,38,2024-07-05,07-Jul-2024,checked-out,28/06/2024 00:00
RES-47E15C7213,1076,7,275,12/04/2024,2024/04/17,checked-in,13/02/2024 00:00
RES-F0311B6859,881,14,569,2024/02/19,2024-02-23,CNF,2024-01-29 00:00:00
RES-C441C7D9A9,1074,14,630,2024/04/20,04-27-2024,CHECKED_IN,04/04/2024 00:00
RES-978B9E9702,1132,7,282,08-15-2024,21/08/2024,conf,16/06/2024 00:00
RES-9C85F903C7,256,7,289,09-Jan-2026,01-14-2026,conf,2025-11-24 00:00:00
RES-3578CEB7DF,65,15,676,2025/09/11,2025-09-14,Checked Out,13/07/2025 00:00
RES-77E15AF049,870,5,226,22-Aug-2026,01/09/2026,confirmed,2026-07-18 00:00:00
RES-9A95D3BDD7,810,4,174,10-Jul-2024,2024/07/20,checked-in,06-14-2024 12:00 AM
RES-8D004384E3,806,7,288,2024/07/18,20-Jul-2024,PND,05-21-2024 12:00 AM
RES-03D38B4489,346,1,8,07/07/2026,09/07/2026,NOSHOW,29/06/2026 00:00
RES-D44205D80B,544,3,69,2025-03-01,06-Mar-2025,CHECKED_IN,01-24-2025 12:00 AM
RES-52A1011C6F,162,4,153,26-Mar-2026,27/03/2026,no-show,10/02/2026 00:00
RES-F8DF6E2EB6,877,1,21,2026-03-03,03-07-2026,CANCELLED,02/03/2026 00:00
RES-8F02E67BC9,318,13,523,2024-09-30,05-Oct-2024,cancelled,09-26-2024 12:00 AM
RES-1F57CAA934,122,7,282,2025/12/08,16/12/2025,cancelled,10-14-2025 12:00 AM
RES-BBB6A9CA10,402,8,307,2026-06-26,04/07/2026,checked_out,05-23-2026 12:00 AM
RES-F748859B98,681,4,145,2026/04/11,16-Apr-2026,Cancelled,02-22-2026 12:00 AM
RES-E344B7D4CF,728,1,13,23/05/2025,05-25-2025,Checked In,2025-04-12 00:00:00
RES-52B8E53DC6,890,3,110,2026-06-25,2026-07-01,Checked Out,09/05/2026 00:00
RES-E09B084835,466,10,399,2024/11/12,2024-11-14,checked_in,13/10/2024 00:00
RES-E4E53C1304,175,10,415,2025-01-08,2025/01/13,checked_in,12-20-2024 12:00 AM
RES-771BCAC229,690,3,128,2026/10/09,2026-10-19,NOSHOW,2026-09-12 00:00:00
RES-4D8138D7E0,800,1,22,01-21-2025,23-Jan-2025,NS,11-28-2024 12:00 AM
RES-D412C4C62D,897,3,113,2025/06/05,2025-06-07,PND,2025-04-21 00:00:00
RES-BD30E0A492,517,3,115,2024/09/22,24-Sep-2024,pending,2024-08-08 00:00:00
RES-622E159A42,617,6,262,10-02-2025,10-12-2025,confirmed,2025-08-22 00:00:00
RES-98A4A9AA11,824,3,137,2025-07-26,31-Jul-2025,NS,2025-05-29 00:00:00
RES-D66BDE43C2,502,9,389,2026/07/25,2026/08/02,confirmed,2026-06-21 00:00:00
RES-87EC168599,722,14,615,2025-08-31,2025-09-03,CANCELLED,2025-07-18 00:00:00
RES-51B068F3F6,42,13,538,28-Dec-2025,2025-12-31,PND,11-18-2025 12:00 AM
RES-0AAB212BF7,1115,12,512,06-17-2026,2026/06/20,no_show,19/04/2026 00:00
RES-7D9B44A59E,98,10,400,08-23-2024,08-25-2024,no-show,08-09-2024 12:00 AM
RES-9E156C4C3D,1013,6,252,01-24-2024,2024/01/30,CHECKED_IN,11/01/2024 00:00
RES-F38B2A68AC,560,2,55,26/12/2024,01-Jan-2025,pending,06/11/2024 00:00
RES-38ABA16C9D,491,8,356,02-01-2024,02-08-2024,cancelled,2024-01-07 00:00:00
RES-935A2F8830,620,7,289,2024/09/20,25-Sep-2024,Pending,10/09/2024 00:00
RES-8CAD691D84,952,8,354,2024/06/02,2024-06-09,checked_in,04-06-2024 12:00 AM
RES-5909181E73,188,8,330,2026/02/10,15-Feb-2026,CONFIRMED,12-21-2025 12:00 AM
RES-F70DB9ADA4,242,14,613,16-Oct-2024,10-22-2024,checked-in,2024-09-17 00:00:00
RES-1C2E29B235,223,11,451,27/02/2025,2025/03/08,CANCELLED,05/02/2025 00:00
RES-C82713CE61,1163,11,432,2026/05/06,05-12-2026,Confirmed,03-18-2026 12:00 AM
RES-EB2653A806,570,12,490,2026-01-07,2026/01/15,CHECKED_OUT,05/12/2025 00:00
RES-D89E1DE48B,893,11,453,15-Feb-2024,19/02/2024,checked-out,2024-01-07 00:00:00
RES-A1512E0F97,547,6,268,12-May-2025,2025-05-20,CANCELLED,04-07-2025 12:00 AM
RES-442F626710,790,2,39,2025-08-14,23/08/2025,no_show,2025-07-04 00:00:00
RES-C397E53E0D,786,11,444,2025-04-22,23-Apr-2025,Pending,2025-04-11 00:00:00
RES-14B86DEB38,358,9,375,06-18-2024,06-21-2024,confirmed,04-26-2024 12:00 AM
RES-B03FDB94E9,750,4,157,2025/12/05,2025-12-12,CNF,11-22-2025 12:00 AM
RES-9DDC012765,591,8,355,2025/03/27,03-29-2025,checked_out,2025-02-26 00:00:00
RES-9B11BEC9F3,498,6,247,2024/04/23,2024-04-24,Checked Out,2024-03-02 00:00:00
RES-8D73C34C80,581,13,544,07-07-2026,2026-07-16,checked-out,06-25-2026 12:00 AM
RES-EAA3CA20A0,423,3,127,29-Jun-2026,07-07-2026,checked-out,06-02-2026 12:00 AM
RES-AA3A318045,227,9,377,2025-09-25,2025/10/05,conf,2025-08-10 00:00:00
RES-1E5AF82422,485,2,37,2025-12-01,12-05-2025,pending,21/11/2025 00:00
RES-2978777595,718,11,449,15/09/2026,,CHECKED_OUT,08-19-2026 12:00 AM
RES-4CD2E00C61,762,8,323,15-Dec-2024,20-Dec-2024,checked_in,14/12/2024 00:00
RES-7A5FC2357F,274,14,602,03-Mar-2025,03-08-2025,CNF,2025-01-21 00:00:00
RES-B3A3F51963,166,10,420,17/12/2024,24/12/2024,CNF,2024-11-02 00:00:00
RES-C2CE2F29A7,1120,11,431,2025/01/03,2025-01-09,checked-in,13/11/2024 00:00
RES-9DD3833C44,155,8,307,20-Jun-2024,28-Jun-2024,no-show,2024-05-04 00:00:00
RES-86ED2551B9,408,13,518,07/05/2025,17/05/2025,PENDING,2025-04-14 00:00:00
RES-15E39DB887,949,4,168,11-22-2024,27/11/2024,No Show,2024-11-17 00:00:00
RES-C988546958,514,9,385,2025/04/20,30-Apr-2025,CO,18/04/2025 00:00
RES-BF5A9E3144,702,4,158,12/02/2025,15/02/2025,CI,2025-01-25 00:00:00
RES-1DA38EA9BC,742,9,390,2024/04/25,29-Apr-2024,no_show,03-01-2024 12:00 AM
RES-FC6AC6087D,837,7,280,2025/08/29,2025-09-05,CO,07/08/2025 00:00
RES-9FF4743399,877,12,486,06/06/2024,13/06/2024,conf,02/06/2024 00:00
RES-94E80B24F4,576,1,31,11-01-2026,07/11/2026,Pending,09-02-2026 12:00 AM
RES-AA2F856FDD,53,14,633,2025-01-13,2025/01/17,pending,23/11/2024 00:00
RES-AABFBEA0E1,307,10,414,02-23-2024,02-28-2024,NS,2024-01-24 00:00:00
RES-34FAE27061,279,1,23,2024/02/25,29-Feb-2024,pending,30/01/2024 00:00
RES-E63806E6D9,772,14,568,09-Jul-2026,07-17-2026,PENDING,05-16-2026 12:00 AM
RES-93B81C99F0,544,8,357,08-21-2026,2026/08/29,NOSHOW,29/07/2026 00:00
RES-7DD21CA207,1234,4,156,02-17-2025,21/02/2025,Confirmed,01-08-2025 12:00 AM
RES-4685B4DBAA,528,8,331,2025-01-16,26/01/2025,confirmed,21/12/2024 00:00
RES-417CAA74CD,106,4,165,05-26-2026,2026/06/02,CI,19/04/2026 00:00
RES-B0A4BF77F6,205,7,277,13/11/2024,2024/11/23,NOSHOW,10-07-2024 12:00 AM
RES-17BEE97291,1025,6,246,2025/05/11,19-May-2025,confirmed,07/05/2025 00:00
RES-CB691BA46C,951,14,604,2025/03/07,03-13-2025,checked_in,2025-01-26 00:00:00
RES-7F3D1C29EC,399,8,322,2024-06-27,07-06-2024,CNF,25/06/2024 00:00
RES-11A67DBB79,619,2,45,2024/06/08,14-Jun-2024,CXL,26/05/2024 00:00
RES-C200BDBD18,1049,13,524,2025/06/08,13/06/2025,No Show,05-18-2025 12:00 AM
RES-38C9E9E02B,494,14,578,29-Jul-2024,05/08/2024,checked_out,06-10-2024 12:00 AM
RES-C6CCF2F890,834,5,198,2024/10/19,2024/10/21,no_show,2024-09-05 00:00:00
RES-DA1B62AE89,62,6,255,2026-02-13,02-14-2026,PENDING,01-24-2026 12:00 AM
RES-E32EBF97D5,543,1,4,14-May-2026,16/05/2026,Pending,27/04/2026 00:00
RES-2F3522B7A6,704,9,379,11-Feb-2026,18/02/2026,PND,12-16-2025 12:00 AM
RES-A7D6926C5F,593,2,36,08-Oct-2024,10-10-2024,Checked Out,09-16-2024 12:00 AM
RES-727D278967,174,7,298,2024-12-05,2024/12/06,CI,19/10/2024 00:00
RES-AEB361FF89,1147,4,153,2024-12-13,21-Dec-2024,PENDING,2024-11-19 00:00:00
RES-E6C18F0603,306,7,282,11-Sep-2026,2026/09/15,Confirmed,27/08/2026 00:00
RES-578A4D7ED8,315,14,575,2025/03/05,08/03/2025,CI,2025-02-09 00:00:00
RES-B2F2377A99,524,4,147,2024/03/05,10-Mar-2024,Checked Out,01-16-2024 12:00 AM
RES-C7F5AF0E08,268,5,185,2026-01-17,2026-01-25,checked-in,13/01/2026 00:00
RES-6160722176,1114,7,293,2026-04-09,04-18-2026,checked_out,03-07-2026 12:00 AM
RES-C3BB7822C1,152,3,82,2024/07/13,07-18-2024,PND,17/06/2024 00:00
RES-D9F3A6E571,556,2,40,2026/05/05,14-May-2026,CHECKED_IN,2026-05-01 00:00:00
RES-D61AC9A450,498,9,383,13/01/2026,01-19-2026,CO,2025-11-30 00:00:00
RES-7789CB13C2,1106,2,34,23-Aug-2026,2026-09-02,checked_in,06-25-2026 12:00 AM
RES-60BC80F867,728,6,249,06-Jan-2025,2025/01/11,checked_out,01/01/2025 00:00
RES-9550722186,216,7,292,14-Jul-2026,20-Jul-2026,confirmed,2026-06-25 00:00:00
RES-9680B5D395,572,3,100,25/12/2024,27/12/2024,checked_out,31/10/2024 00:00
RES-98D8007788,1103,14,589,02-14-2025,21/02/2025,CONFIRMED,12/01/2025 00:00
RES-F3AE8A9742,603,14,607,05-16-2026,2026-05-23,canceled,20/04/2026 00:00
RES-DE16E40E00,989,5,183,2024-02-20,02-23-2024,checked-out,01-25-2024 12:00 AM
RES-74AF60C4FA,689,15,668,08-22-2025,27-Aug-2025,Checked Out,2025-07-31 00:00:00
RES-D28765EA25,374,7,283,04/05/2025,13-May-2025,conf,2025-03-26 00:00:00
RES-236687DFF8,410,3,121,04/04/2026,05-Apr-2026,CI,23/03/2026 00:00
RES-62B5AE9FDE,1062,14,561,12-09-2024,2024-12-19,Confirmed,2024-12-02 00:00:00
